string_easting;Easting;Easting
string_liter;liter;liter
string_vert_;vert.;vert.
string_acr;acr;acr
string_gal;gal;gal
string_northing;Northing;Northing
string_h;H;H
string_km;km;km
string_e;E;E
string_height;Height;Height
string_oz;oz;oz
string_lat;Lat;Lat
string_ha;ha;ha
string_z;Z;Z
string_latitude;Latitude;Latitude
string_y;Y;Y
string_x;X;X
string_ml;ml;ml
string_slant;slant;slant
string_u;U;U
string_lon;Lon;Lon
string_n;N;N
string_up;Up;Up
string_longitude;Longitude;Longitude
